401 50
0.0387544 0.455872 0.0478217
0.0398603 0.454784 0.053635
0.0412075 0.542115 0.051199
0.0370295 0.416876 0.062457
0.0368636 0.478044 0.0531212
0.0336126 0.447143 0.0493028
0.0336351 0.431067 0.0398251
0.0395517 0.482343 0.0419648
0.0396924 0.500428 0.0454107
0.0385615 0.504386 0.0484587
0.0437927 0.554813 0.0479885
0.0353517 0.491988 0.044734
0.0371214 0.53529 0.0419916
0.0377345 0.522738 0.046313
0.0393168 0.476523 0.0427182
0.0402121 0.491983 0.0459176
0.0410761 0.55894 0.0472321
0.0376993 0.513671 0.0438536
0.0374431 0.518246 0.0461868
0.0399591 0.535779 0.0560651
0.0363815 0.524615 0.0479675
0.0347261 0.494804 0.0553292
0.0332789 0.514325 0.0456624
0.030661 0.47872 0.0381192
0.0320512 0.524932 0.0512115
0.0298981 0.466681 0.0489883
0.0336728 0.518894 0.052323
0.0322335 0.531483 0.0558995
0.029988 0.490835 0.0533544
0.0356902 0.577332 0.052198
0.0359969 0.562439 0.0502691
0.0314251 0.551202 0.0497511
0.0318245 0.525069 0.056223
0.0297989 0.506703 0.0556533
0.0290199 0.500809 0.0442495
0.0299999 0.564222 0.0442633
0.0341645 0.605665 0.0452791
0.0316651 0.550812 0.04768
0.0297362 0.535646 0.0462248
0.0308228 0.572239 0.0540306
0.0308531 0.556107 0.050435
0.0319408 0.57558 0.0513752
0.031803 0.593443 0.0505019
0.031345 0.552636 0.0514108
0.0345572 0.612973 0.0508946
0.0326343 0.589742 0.0526595
0.036806 0.539086 0.057001
0.0346268 0.50757 0.0532439
0.0331838 0.493703 0.049546
0.0328521 0.530842 0.0569213
0.0323951 0.503883 0.0434717
0.0386591 0.580673 0.0506627
0.0367186 0.540003 0.0531726
0.0352066 0.528731 0.0559667
0.0326719 0.523352 0.0485911
0.0310507 0.499999 0.0503257
0.030633 0.545048 0.0508072
0.0313335 0.557875 0.0511583
0.0322338 0.545276 0.0431477
0.0325464 0.503787 0.0437011
0.0343015 0.502874 0.0398076
0.0369661 0.532413 0.0439742
0.0329517 0.537762 0.0413143
0.0329032 0.597888 0.0384557
0.0361941 0.57415 0.0396561
0.0366199 0.565552 0.0521425
0.0337314 0.542899 0.045206
0.0345129 0.53675 0.0450866
0.0339092 0.565956 0.0462386
0.0353147 0.555981 0.0507062
0.0325122 0.473833 0.0450843
0.033489 0.550375 0.0497745
0.0337793 0.495111 0.055855
0.0369022 0.551649 0.055904
0.0339452 0.489298 0.0511007
0.0315584 0.50727 0.0584715
0.0321959 0.588864 0.0511004
0.0322809 0.542209 0.0458714
0.0296896 0.567195 0.0493658
0.0337229 0.545485 0.0550349
0.0310874 0.55222 0.0569303
0.0347253 0.573207 0.0688833
0.0319194 0.56027 0.0498071
0.0325206 0.567501 0.0570953
0.0312825 0.567037 0.0464611
0.0280458 0.563795 0.0513401
0.0284231 0.508174 0.0496917
0.0302077 0.557012 0.0475279
0.0309224 0.535231 0.0432292
0.0324158 0.596547 0.0510613
0.0356962 0.616111 0.0525864
0.0359565 0.580019 0.0479768
0.0342432 0.577179 0.0494761
0.0351778 0.592225 0.0527239
0.0335828 0.550989 0.0500688
0.0347146 0.567303 0.0509473
0.0310425 0.566234 0.0490225
0.0326765 0.567075 0.0545167
0.0346605 0.515942 0.0591583
0.0341324 0.571774 0.0524548
0.0339359 0.544058 0.0499985
0.0354458 0.626127 0.0525416
0.0342106 0.540139 0.0486833
0.0336528 0.595613 0.048851
0.035686 0.575555 0.0516496
0.03507 0.522264 0.0491549
0.0364344 0.560939 0.0540129
0.0356635 0.588329 0.0556513
0.0337452 0.574275 0.0502183
0.0384532 0.586614 0.0564542
0.035314 0.573974 0.0622918
0.0331731 0.528576 0.0498844
0.0393042 0.66272 0.0509322
0.0374905 0.558602 0.0562941
0.0377548 0.563744 0.0497034
0.0379893 0.535689 0.049072
0.0386089 0.5889 0.0502275
0.0366241 0.587268 0.0466523
0.0354883 0.545782 0.0520492
0.0350772 0.571376 0.0735526
0.0347496 0.591816 0.0638727
0.0351625 0.561305 0.0751455
0.036498 0.588948 0.0821737
0.0379098 0.555417 0.116217
0.0338646 0.555981 0.0498888
0.034441 0.604356 0.0585875
0.0327839 0.563586 0.0469406
0.0322975 0.634235 0.0529367
0.0306226 0.594411 0.0524739
0.0313074 0.603942 0.0474468
0.0332007 0.599918 0.0460298
0.0310858 0.574048 0.0478427
0.0319228 0.604103 0.0520559
0.0338103 0.635251 0.0506065
0.0325388 0.531178 0.051888
0.0303409 0.526741 0.0456669
0.0330165 0.591006 0.0471642
0.0323229 0.59917 0.0487349
0.0334423 0.633955 0.0480374
0.0301294 0.553239 0.047627
0.0345628 0.651468 0.0477018
0.0359057 0.643982 0.0534421
0.0343406 0.599129 0.0540721
0.0327539 0.591659 0.055579
0.032102 0.633002 0.0480063
0.0313925 0.611617 0.0576206
0.0291828 0.630357 0.0538753
0.0312064 0.65677 0.0507155
0.0301928 0.626421 0.0509916
0.0304388 0.631106 0.0539707
0.0308652 0.620051 0.0529488
0.0271178 0.574992 0.0510906
0.0323971 0.641057 0.0662835
0.0300329 0.606139 0.0490028
0.0350693 0.634429 0.0518319
0.0359591 0.625794 0.0519477
0.0351002 0.598783 0.0589384
0.0375443 0.592643 0.0549225
0.0367574 0.643118 0.0504834
0.037138 0.594944 0.04706
0.0364944 0.626914 0.04329
0.0336171 0.594713 0.0479142
0.0360777 0.618583 0.0479695
0.0399866 0.608593 0.0507283
0.0401703 0.625833 0.0495859
0.0351237 0.575267 0.0476765
0.0366369 0.597678 0.046538
0.0378602 0.614908 0.0532721
0.0371077 0.678864 0.0542874
0.0350477 0.646263 0.0472732
0.036688 0.594484 0.0462729
0.0345037 0.569748 0.0502272
0.0367524 0.61164 0.0554371
0.0356021 0.573827 0.0485216
0.0358495 0.640529 0.0548304
0.0390224 0.641345 0.0531327
0.0370273 0.595422 0.0563884
0.0388335 0.596227 0.0614261
0.035959 0.575728 0.0554857
0.0346656 0.610021 0.0520232
0.0363897 0.624469 0.0493211
0.0373766 0.590097 0.0525043
0.0374447 0.624069 0.0580296
0.0358846 0.588943 0.0628718
0.0360306 0.613547 0.062643
0.0351976 0.626474 0.0521915
0.0338731 0.639429 0.0518792
0.0346625 0.658157 0.0584094
0.0341266 0.577198 0.0689352
0.0320455 0.58314 0.0599736
0.0305613 0.592796 0.0613667
0.031734 0.689821 0.0577056
0.0324817 0.692905 0.0571359
0.0332376 0.611557 0.0642969
0.0322408 0.590072 0.054738
0.0321674 0.602087 0.0477407
0.0334941 0.576663 0.055621
0.0333389 0.606233 0.0496991
0.0348514 0.597265 0.0507461
0.0339173 0.60389 0.0450677
0.0339564 0.601058 0.0511579
0.0343816 0.590468 0.0507986
0.0360879 0.591522 0.0542777
0.0407168 0.624857 0.05461
0.0392845 0.56061 0.0550307
0.0351089 0.61203 0.0524179
0.0334718 0.620215 0.0418795
0.0328208 0.617737 0.0415087
0.032628 0.605263 0.0490017
0.0323563 0.602119 0.0501447
0.0310759 0.614648 0.0494564
0.0321394 0.650227 0.0464266
0.0327472 0.687729 0.0496184
0.0295686 0.59862 0.055477
0.0288239 0.628343 0.0475329
0.0315595 0.620715 0.0485266
0.0317726 0.608454 0.0555372
0.0306214 0.643389 0.0472337
0.0313067 0.616722 0.0548583
0.0335759 0.629523 0.0586128
0.0337151 0.713905 0.0539005
0.0303209 0.643092 0.0565347
0.0341259 0.68007 0.0670165
0.0317246 0.664362 0.0564423
0.0323765 0.642944 0.0524882
0.0308 0.584996 0.052093
0.0298906 0.629708 0.0531782
0.0305684 0.642034 0.0511164
0.029442 0.649331 0.0561333
0.030738 0.642279 0.0613167
0.0317095 0.654437 0.0564198
0.0343232 0.696644 0.0507893
0.0329517 0.586611 0.0498968
0.0332371 0.668525 0.0487315
0.0324518 0.599871 0.046955
0.0311313 0.591055 0.0455019
0.033524 0.616179 0.0444175
0.0296596 0.606355 0.0469127
0.0310286 0.625303 0.0423165
0.0339054 0.682522 0.0478553
0.0321895 0.614535 0.0427381
0.0332498 0.678711 0.0453101
0.0313885 0.601685 0.0452762
0.0312551 0.611068 0.0491698
0.0311175 0.61695 0.0507073
0.0352909 0.712053 0.0493774
0.0364653 0.711057 0.045986
0.0343239 0.677686 0.0478718
0.0349659 0.635336 0.0500858
0.0327557 0.694455 0.047377
0.0325338 0.686535 0.0514336
0.0333467 0.66701 0.0529118
0.0307278 0.665686 0.0483774
0.0290021 0.631661 0.0539422
0.0313089 0.671866 0.0606402
0.0276238 0.674095 0.0492839
0.0284372 0.623885 0.0638814
0.0298692 0.63315 0.0584438
0.0312728 0.673383 0.0503768
0.0293226 0.586662 0.0516465
0.0321945 0.666438 0.0589099
0.0305023 0.697834 0.065399
0.0294805 0.640345 0.0474701
0.0315458 0.610565 0.0558988
0.0327806 0.668435 0.0522915
0.0316663 0.634626 0.0584749
0.0302247 0.669143 0.0514904
0.0292325 0.633334 0.0635571
0.0292494 0.632533 0.0621847
0.029974 0.661037 0.0606811
0.030262 0.640979 0.0567309
0.0289954 0.631789 0.0559723
0.0286605 0.666669 0.0556878
0.0265978 0.681391 0.0494149
0.0285879 0.62975 0.0531832
0.0301059 0.723527 0.0498688
0.0298578 0.657355 0.0457577
0.0308656 0.707031 0.0507734
0.0296975 0.623413 0.0507919
0.0305454 0.643645 0.0529674
0.0296522 0.602567 0.052223
0.0291713 0.615812 0.052699
0.0296677 0.64721 0.0491896
0.0312493 0.648172 0.0492777
0.0316262 0.586515 0.050721
0.0331305 0.612269 0.0465579
0.0308465 0.576048 0.0402952
0.0341646 0.675357 0.0569891
0.0334578 0.64683 0.0527649
0.0322354 0.661126 0.0628723
0.0310653 0.617239 0.0677391
0.0331926 0.659409 0.0683812
0.0316465 0.620614 0.0532063
0.031346 0.624255 0.0502997
0.0297265 0.605973 0.0508379
0.0304953 0.637473 0.0532019
0.0323604 0.670143 0.0535256
0.0297956 0.608991 0.0609463
0.0343792 0.63196 0.0633203
0.032941 0.644774 0.0600744
0.029717 0.652655 0.0534106
0.0297502 0.629644 0.059702
0.0318718 0.654254 0.0623031
0.0332904 0.674967 0.0567161
0.031151 0.652257 0.0531558
0.0329213 0.669866 0.062123
0.0327182 0.660069 0.0672989
0.0351621 0.663897 0.0643278
0.0353493 0.63431 0.0604797
0.0370866 0.649414 0.0665832
0.0372425 0.637313 0.059293
0.0361403 0.65221 0.0600981
0.0348191 0.668559 0.0522423
0.0340838 0.648526 0.0580533
0.035541 0.676519 0.0548857
0.0338799 0.638519 0.0576938
0.0367755 0.640876 0.0658468
0.0338581 0.6206 0.0696767
0.0361948 0.680238 0.062119
0.0356605 0.663247 0.0631172
0.0330446 0.609249 0.0464823
