201 100
0.030668 0.446925 0.00796797
0.030871 0.413556 0.00905009
0.0314625 0.427416 0.00823424
0.0314676 0.447644 0.00856468
0.0313153 0.43414 0.00864565
0.0318817 0.429424 0.00884136
0.031784 0.419993 0.00811994
0.0318901 0.438773 0.00846563
0.0318014 0.433086 0.00799798
0.0324411 0.463466 0.00868306
0.0319273 0.447928 0.00886813
0.032053 0.4373 0.00823955
0.0317235 0.440856 0.00839706
0.0313039 0.454985 0.00872863
0.0314622 0.441146 0.0086054
0.0325716 0.481888 0.00911472
0.0322486 0.455698 0.00806743
0.0322588 0.466826 0.00864419
0.0322589 0.451386 0.00929239
0.0325255 0.459878 0.0087126
0.0325347 0.469308 0.00816677
0.0325811 0.476021 0.00808868
0.0325169 0.470436 0.00808549
0.0327555 0.457548 0.00826915
0.0325219 0.46378 0.0088191
0.0326752 0.489184 0.00794207
0.0323962 0.459209 0.00834026
0.0329393 0.47652 0.00907003
0.0329362 0.475817 0.00852156
0.0334437 0.472373 0.00855746
0.0331989 0.479877 0.009438
0.0328673 0.484508 0.00858263
0.0326619 0.501871 0.00870382
0.0328408 0.493181 0.0090113
0.0322806 0.497933 0.00868547
0.0328494 0.466441 0.00855693
0.0328006 0.481937 0.00831964
0.0331429 0.475066 0.00803438
0.0329869 0.473547 0.00863314
0.0327555 0.485269 0.00912654
0.0324628 0.485008 0.00876743
0.0325015 0.502579 0.00883356
0.0324917 0.460259 0.00907681
0.0333095 0.496358 0.00857548
0.0337288 0.493603 0.00868479
0.0332833 0.516278 0.00817403
0.0333133 0.49802 0.00821916
0.0332712 0.503298 0.00842765
0.0341662 0.49955 0.00850213
0.0343002 0.499697 0.0089251
0.0342284 0.470983 0.00857668
0.034801 0.502061 0.00802029
0.0346922 0.474704 0.00904271
0.034767 0.483208 0.00837154
0.034508 0.492389 0.0081428
0.0338166 0.484029 0.00847657
0.0342185 0.494268 0.00857598
0.0342865 0.472597 0.00862241
0.0337259 0.502917 0.00825409
0.0345488 0.484798 0.0082059
0.0350411 0.489541 0.00822301
0.0349631 0.481212 0.00872303
0.035092 0.498984 0.00805064
0.0346987 0.518466 0.00955565
0.0352269 0.477817 0.00866007
0.0349386 0.510776 0.00842841
0.0352433 0.494176 0.00879025
0.034834 0.522781 0.00898479
0.0343907 0.500279 0.00809939
0.034895 0.474151 0.00888792
0.0349105 0.525323 0.0087969
0.0346244 0.507136 0.00810026
0.0349106 0.51676 0.00819255
0.0354175 0.51236 0.0083609
0.0355156 0.501982 0.00879279
0.0353726 0.506189 0.00872221
0.0353159 0.517419 0.00922824
0.035917 0.507474 0.00835789
0.0352909 0.509944 0.00819426
0.0357072 0.496054 0.00844692
0.0353203 0.519412 0.00884021
0.0353449 0.508838 0.00836426
0.035549 0.509332 0.00941927
0.036098 0.520393 0.00857489
0.0358316 0.508307 0.00883963
0.0359021 0.505504 0.00882405
0.0358695 0.494859 0.00811934
0.0361946 0.525745 0.00837963
0.0359822 0.511759 0.00923611
0.0362687 0.508395 0.00763298
0.0361499 0.524996 0.00858233
0.0366542 0.522606 0.0093831
0.0369656 0.535845 0.00860461
0.0367192 0.51005 0.00796792
0.0368753 0.50096 0.0090864
0.0370221 0.487113 0.00856742
0.0371508 0.527897 0.00931984
0.0364789 0.506382 0.00841368
