// Initial random seed:
1502186215296

// RunInitializeCallbacks():
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 1);
48 444 44 448
46 451 46 451
42 475 44 473
43 454 41 456
42 436 47 431
44 462 48 458
46 457 45 458
42 448 50 440
43 442 54 431
46 476 50 472
46 467 49 464
48 468 49 467
49 438 47 440
45 438 41 442
42 447 46 443
44 447 44 447
34 471 45 460
37 438 43 432
42 437 40 439
39 446 38 447
40 439 41 438
47 438 41 444
43 445 42 446
41 467 42 466
46 460 42 464
47 433 40 440
46 444 40 450
48 434 38 444
48 432 34 446
49 427 37 439
50 460 37 473
49 459 42 466
46 449 38 457
47 448 40 455
50 465 34 481
52 453 40 465
52 462 38 476
49 444 37 456
50 440 40 450
47 451 39 459
50 453 41 462
47 473 39 481
46 457 38 465
48 461 39 470
51 449 42 458
51 465 43 473
51 458 41 468
47 473 41 479
46 463 42 467
42 461 38 465
43 455 40 458
41 463 35 469
43 472 35 480
43 449 34 458
45 465 35 475
47 450 34 463
49 460 40 469
50 438 37 451
50 461 37 474
50 442 38 454
52 449 40 461
52 430 39 443
52 459 38 473
50 446 36 460
44 451 37 458
46 455 41 460
48 445 44 449
50 454 40 464
49 450 45 454
51 450 39 462
50 453 45 458
48 440 42 446
47 441 38 450
