// Initial random seed:
1500117342369

// RunInitializeCallbacks():
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 1);
39 32 32 21
42 30 46 22
47 32 47 24
37 27 41 20
41 34 36 23
33 33 41 23
39 27 39 20
40 30 39 18
37 32 41 27
41 28 37 27
41 31 41 20
35 29 38 23
43 30 47 24
37 30 42 23
39 27 37 23
39 28 37 26
41 36 45 27
40 34 36 24
34 27 44 28
35 30 36 22
33 34 39 33
42 26 39 31
41 27 45 31
38 33 41 26
35 30 37 28
35 30 37 18
33 26 42 29
39 30 36 21
33 29 40 28
40 28 39 23
37 29 41 28
33 28 42 24
37 30 41 24
38 27 46 21
40 35 42 34
40 33 44 24
36 25 43 28
37 29 43 27
32 28 44 23
41 32 40 26
37 27 46 29
39 28 46 19
36 27 43 28
37 23 40 24
41 25 47 26
41 30 41 25
37 28 37 25
43 33 44 29
36 28 38 21
36 27 38 20
37 27 35 27
42 31 40 29
40 28 31 26
41 29 41 25
40 31 44 22
39 34 37 23
39 30 41 24
40 29 45 20
36 28 42 26
38 32 44 26
32 37 44 23
38 28 40 25
32 24 43 20
36 25 44 27
37 28 42 26
39 37 35 27
38 26 38 28
38 20 42 24
40 30 36 23
39 31 39 22
42 22 46 32
35 23 45 26
39 34 43 28
37 25 45 26
42 34 36 21
41 27 37 29
37 24 35 16
40 28 46 29
40 32 36 27
29 31 37 22
34 27 42 21
36 29 36 21
39 36 41 22
37 28 33 19
30 29 38 28
40 24 36 22
37 28 41 20
37 28 40 30
44 23 37 27
36 27 44 18
36 32 43 25
38 30 41 30
37 34 33 25
37 25 47 26
28 30 39 29
38 31 36 26
38 28 41 23
34 31 39 24
38 29 43 21
39 32 35 28
41 31 46 19
39 25 42 27
42 28 38 20
33 27 38 25
36 35 39 21
35 29 34 27
40 28 44 19
39 33 46 22
36 33 39 25
40 30 44 21
39 29 38 23
32 27 33 22
37 30 39 27
36 34 37 23
36 25 41 29
35 28 43 26
34 32 48 26
36 33 36 16
29 29 46 24
39 30 41 24
32 32 42 27
36 27 41 23
40 29 43 28
36 34 35 28
39 33 35 19
32 27 38 24
36 25 43 17
35 28 43 19
43 30 45 24
36 33 42 21
33 31 39 26
38 26 40 24
36 28 42 25
34 32 41 21
35 31 40 22
39 31 44 25
37 32 49 31
31 27 42 30
35 29 39 19
37 26 41 22
37 37 41 24
34 31 41 27
37 32 41 19
43 31 47 21
33 30 43 33
36 40 37 17
34 29 37 22
35 27 38 24
42 27 45 28
38 30 39 25
35 28 40 20
39 29 41 17
33 32 44 25
40 26 38 28
39 31 40 23
36 34 36 25
32 32 38 23
36 29 37 31
38 35 44 19
41 31 40 23
34 27 40 28
38 33 42 24
36 27 42 23
39 28 42 19
40 26 40 25
38 28 44 30
35 30 44 21
39 32 42 26
38 34 40 27
36 23 45 24
38 35 41 22
31 24 30 22
39 26 43 24
36 24 46 24
40 29 39 23
43 28 36 29
38 28 39 26
34 27 38 24
32 33 45 30
34 31 35 24
44 31 43 24
41 28 37 21
41 22 43 26
32 33 36 35
35 27 40 21
35 32 37 23
38 31 42 17
36 20 39 23
40 31 46 27
36 33 41 28
35 25 44 15
34 21 41 23
41 28 41 23
37 28 39 27
35 28 36 29
33 31 38 27
31 28 39 25
40 28 41 21
41 26 38 16
39 34 46 27
32 32 42 34
38 27 46 21
36 31 38 20
40 26 39 26
37 30 35 25
38 32 41 26
33 30 37 22
43 27 38 23
38 31 39 21
34 29 38 28
38 28 39 27
39 26 41 23
43 26 40 23
28 24 36 25
41 31 42 28
38 36 39 21
37 29 39 24
34 26 43 28
36 32 43 23
36 33 39 25
41 27 38 19
40 37 45 27
37 29 41 21
36 26 42 21
33 28 32 21
38 33 45 26
32 27 41 30
37 36 39 23
39 33 46 23
42 30 44 23
35 22 40 27
34 29 43 25
32 29 39 28
36 36 35 24
34 30 36 19
40 25 40 26
40 28 38 23
41 37 35 24
36 28 42 23
37 33 44 22
33 33 42 27
44 31 39 29
36 28 40 23
36 28 43 24
44 31 48 29
36 31 42 26
39 27 39 23
36 28 44 19
43 26 38 23
40 29 37 24
36 32 42 24
35 26 46 25
36 24 41 25
34 29 37 28
41 30 44 20
37 26 41 23
36 33 41 27
28 36 34 22
32 27 39 23
37 32 48 21
32 31 42 17
39 28 42 23
41 33 46 19
40 25 40 22
36 29 42 24
42 28 40 23
43 32 39 19
36 27 38 17
37 30 37 24
35 30 42 27
39 28 38 24
36 30 36 30
39 32 40 24
37 30 42 23
37 28 37 21
38 29 43 23
36 22 42 23
39 27 40 21
40 29 42 21
37 36 43 30
34 31 43 21
42 31 40 17
36 36 34 26
39 28 39 26
32 23 40 23
33 28 41 22
36 28 36 31
29 22 46 29
37 26 39 30
36 25 40 26
31 25 43 25
33 28 41 24
36 26 44 25
35 32 43 26
32 28 42 30
37 32 43 26
36 26 39 27
32 24 40 29
38 29 41 26
33 30 36 26
40 27 38 29
36 26 44 27
41 24 45 20
33 29 49 27
34 35 42 25
33 27 39 25
39 32 43 31
29 22 47 25
36 27 47 28
30 31 40 24
43 24 41 29
39 30 39 28
35 26 43 22
31 26 30 27
39 28 39 27
35 23 42 24
32 26 44 32
40 32 44 25
36 24 42 22
33 25 38 29
33 24 38 27
39 29 42 30
38 28 37 24
35 23 44 25
39 23 43 24
35 28 39 32
33 33 41 32
34 25 45 26
36 22 41 22
34 26 41 29
32 30 43 31
38 30 45 28
42 29 41 28
30 28 36 23
41 32 44 28
34 29 37 23
37 33 43 24
35 28 41 23
36 24 41 27
33 27 42 23
28 22 43 26
39 29 38 25
37 22 44 27
35 28 43 22
34 30 41 28
29 28 36 26
31 27 48 25
37 29 39 25
39 23 43 29
38 30 46 26
35 22 41 32
36 30 42 31
32 25 39 24
32 32 41 29
32 25 37 22
28 27 41 26
39 23 42 27
35 32 33 33
31 30 44 27
36 28 51 23
39 27 42 27
32 28 38 30
38 28 37 27
37 32 43 22
33 24 46 24
36 28 48 30
40 26 41 24
33 26 46 17
42 25 31 28
30 28 40 29
38 29 39 20
33 24 38 27
32 25 44 23
34 27 45 26
41 29 42 30
27 23 36 22
36 26 44 29
33 22 39 28
32 27 43 29
33 28 40 20
26 33 47 29
35 26 36 29
40 27 43 24
33 31 41 26
41 25 41 26
33 26 42 29
33 29 48 25
34 27 43 26
33 25 37 19
36 28 45 21
30 27 45 30
35 29 39 31
31 27 40 26
37 25 32 22
32 29 42 23
32 38 42 28
33 22 42 34
33 24 38 21
36 31 44 25
36 27 41 26
32 28 47 32
36 29 43 27
33 25 43 29
37 25 42 26
34 29 39 35
42 32 43 23
34 29 39 21
35 29 42 31
37 30 42 24
35 29 47 24
37 31 42 32
41 25 43 26
35 28 49 28
36 23 46 30
31 31 44 27
33 28 38 37
35 25 42 29
36 25 49 29
33 34 43 24
40 27 45 28
33 30 39 28
37 33 40 24
38 27 45 29
37 27 45 26
31 26 39 26
36 27 42 18
40 26 41 24
37 25 40 29
34 32 41 28
36 28 39 24
38 32 42 29
36 24 44 21
35 28 44 26
35 29 39 26
29 26 38 23
35 30 38 30
37 28 46 23
35 32 39 28
35 29 43 29
35 28 38 29
35 32 42 27
30 30 42 27
39 22 42 23
28 26 40 30
35 23 41 25
37 26 40 23
33 29 44 29
34 35 46 32
40 30 42 24
35 27 43 28
39 31 45 26
38 31 47 26
34 29 37 25
37 27 50 25
31 28 45 29
32 33 44 21
36 28 44 29
41 29 46 23
31 24 40 26
38 22 35 27
38 32 42 27
32 31 43 26
39 24 43 27
34 27 49 16
40 23 45 26
35 30 41 28
42 28 45 21
31 25 43 25
34 26 44 28
32 24 43 20
34 30 38 32
31 27 41 33
38 31 38 28
34 28 40 28
35 25 45 23
33 25 43 24
33 27 44 27
32 25 44 21
31 26 40 28
31 23 42 25
35 31 41 28
29 23 37 32
36 29 40 34
32 27 40 27
40 29 44 34
36 27 36 23
39 24 41 27
35 26 41 28
37 28 44 26
39 30 45 23
38 23 42 31
39 33 43 27
38 27 42 24
37 28 36 27
37 26 43 30
33 29 43 27
35 23 47 25
33 30 40 29
31 22 46 25
37 22 38 22
34 24 36 29
31 24 32 24
35 30 42 28
32 23 42 26
34 29 42 28
34 29 39 33
35 28 43 23
35 29 43 23
42 29 36 27
31 28 36 31
38 22 44 15
35 27 43 29
35 21 37 32
37 23 36 32
34 31 42 23
35 33 41 35
30 26 48 23
35 25 40 25
36 25 41 19
36 34 46 25
31 21 43 23
37 26 37 21
38 27 41 23
34 33 39 30
37 27 45 25
35 37 44 31
30 24 40 24
33 27 46 26
37 17 36 31
30 27 43 19
34 22 48 23
37 29 41 24
30 32 38 23
37 32 41 21
35 24 41 23
39 33 45 33
34 27 47 22
36 27 41 29
30 29 42 32
37 32 51 24
32 23 47 25
25 20 44 26
35 26 43 27
29 25 47 28
39 29 45 24
32 28 43 27
34 25 40 31
39 34 40 29
35 22 34 30
32 26 36 26
34 27 40 22
35 31 40 22
32 26 44 29
41 33 44 24
36 26 43 25
37 29 46 23
39 29 45 26
34 28 41 26
30 26 38 21
31 26 43 32
35 30 41 34
40 30 40 32
39 27 42 18
36 25 41 20
34 22 42 21
37 33 45 29
37 26 44 26
37 28 41 28
35 23 46 31
32 27 44 28
33 27 41 27
32 28 43 31
27 23 45 22
38 28 40 31
33 21 41 31
37 30 40 27
36 28 43 23
41 28 37 27
35 23 41 24
33 28 45 27
34 26 47 30
34 27 34 32
36 27 38 24
38 22 40 27
36 27 36 25
40 28 41 20
34 26 42 25
35 29 39 26
38 25 47 23
31 27 42 33
35 23 45 29
37 27 42 22
30 29 42 29
35 22 42 25
28 30 39 24
31 29 40 30
35 29 40 25
31 25 47 20
39 30 44 30
35 26 42 27
23 21 38 17
34 23 43 27
28 33 44 26
38 24 42 24
35 26 35 29
35 24 43 23
31 20 36 28
31 29 49 31
30 28 42 27
39 33 39 26
35 23 47 27
41 28 38 26
38 27 40 23
38 26 45 23
39 27 47 29
34 26 41 27
36 26 37 27
35 27 40 29
34 26 44 31
34 27 48 21
34 32 39 29
39 33 40 24
36 22 36 23
35 28 44 23
32 27 34 24
32 25 45 21
32 26 47 26
31 24 36 22
37 28 42 25
39 26 35 29
28 26 39 22
39 26 40 28
33 24 41 27
35 24 43 26
37 27 48 31
34 26 43 27
34 31 47 22
29 28 39 21
33 28 35 19
36 26 36 26
29 26 40 28
33 32 36 27
34 31 43 30
30 26 39 21
34 24 43 24
36 27 44 24
39 24 35 30
28 24 47 23
42 28 40 30
36 32 44 31
39 30 35 25
32 26 40 23
31 28 45 27
42 22 41 25
35 24 40 31
31 24 45 22
39 29 46 32
38 29 40 24
39 25 45 18
33 34 38 28
34 23 43 29
35 30 44 27
36 27 46 26
37 25 43 23
35 30 39 29
38 32 40 27
41 22 35 26
36 27 45 34
33 31 36 22
27 32 41 27
34 31 43 22
28 26 44 22
33 27 35 29
39 22 46 23
30 26 40 25
34 29 47 21
36 23 39 23
32 26 42 24
33 29 39 21
35 29 47 26
36 20 43 22
30 26 37 31
35 23 47 27
30 24 43 26
35 31 40 30
32 31 46 25
38 31 37 25
32 25 39 27
37 26 45 23
30 34 47 34
37 23 40 14
44 28 42 18
31 30 47 20
28 20 37 25
32 23 42 27
33 29 42 31
37 31 38 28
31 23 41 27
37 32 41 17
37 29 45 27
36 33 35 25
34 27 44 26
35 30 42 30
39 27 40 27
36 30 44 24
33 28 43 32
32 25 39 21
37 32 41 25
36 25 50 28
30 26 41 22
30 25 47 22
32 29 42 28
32 36 39 25
35 32 38 27
33 30 36 37
27 25 40 27
40 31 42 31
34 30 43 28
36 26 47 20
34 27 42 34
31 35 48 25
33 23 43 22
41 30 46 27
34 26 37 26
34 23 42 24
33 25 42 25
36 31 38 27
41 21 43 28
34 27 43 20
35 32 37 31
36 21 44 20
33 25 42 28
32 29 42 27
31 33 39 29
34 28 49 24
30 34 42 23
31 29 45 30
28 29 42 23
39 34 39 31
33 25 41 27
33 29 42 25
29 32 39 24
39 27 41 26
30 29 39 30
27 28 41 24
31 29 42 26
34 23 43 26
30 28 41 22
32 33 49 28
35 35 52 22
31 27 42 30
30 26 43 25
35 31 44 32
32 31 46 24
31 29 40 26
31 23 45 30
38 27 44 30
39 34 39 32
36 27 36 31
41 25 35 22
32 28 42 25
34 27 37 26
35 27 43 32
41 25 40 22
35 28 45 36
33 24 49 30
26 31 41 28
35 22 39 25
37 28 41 27
34 27 35 31
35 31 48 26
35 22 43 26
28 22 44 22
27 27 42 25
25 25 42 23
37 29 39 24
34 28 43 29
27 28 40 27
40 31 41 30
37 31 39 27
33 29 46 31
37 29 42 23
35 26 43 23
35 25 41 27
34 27 44 29
32 30 40 25
42 29 42 31
36 31 39 24
33 22 42 24
35 33 41 22
31 25 43 26
36 21 41 26
39 27 39 36
33 27 36 26
38 26 43 25
36 23 39 28
40 25 38 34
33 30 40 24
39 25 43 25
35 33 40 25
34 32 44 25
35 31 43 29
30 24 36 21
35 32 41 30
36 29 43 22
40 27 43 30
35 26 41 29
37 31 41 21
38 26 37 32
34 29 45 24
36 33 44 26
34 32 40 32
35 26 46 23
39 28 44 31
32 26 40 31
30 27 46 23
37 27 46 28
37 26 51 27
33 25 38 29
39 29 44 26
31 27 38 24
40 21 44 30
31 28 47 28
36 32 47 27
28 29 39 27
37 29 43 32
35 31 44 26
38 28 44 26
36 30 38 22
27 26 38 28
34 25 41 28
34 25 41 24
30 25 43 23
33 23 43 23
32 25 45 28
36 32 41 26
34 28 41 30
37 27 43 32
34 27 42 33
34 26 40 28
34 25 45 23
30 29 44 25
32 23 40 27
37 28 42 25
38 24 37 26
35 29 39 28
36 28 43 28
37 28 39 24
39 33 38 32
34 28 41 27
34 27 40 32
32 24 40 22
39 31 49 28
37 28 38 28
33 25 44 28
35 30 39 27
34 28 43 20
33 31 42 28
40 31 36 28
35 30 44 28
36 28 44 26
35 28 37 23
32 24 40 26
42 27 44 29
32 28 38 22
29 31 36 30
34 30 43 26
33 28 38 25
36 27 43 24
34 27 42 30
35 28 44 31
38 27 38 17
35 30 48 25
35 29 47 30
33 24 43 22
36 30 40 23
37 30 43 38
42 28 38 29
41 26 44 26
32 28 42 29
35 28 38 27
35 26 40 29
36 26 44 26
42 35 47 33
31 26 41 24
34 24 44 25
31 28 32 23
36 26 38 24
35 30 42 26
34 23 47 23
31 27 41 25
28 30 39 28
32 25 42 20
38 28 40 27
32 24 36 30
39 30 37 29
41 25 44 21
38 24 43 31
37 29 36 32
32 31 33 28
35 24 36 27
28 23 31 18
37 25 41 27
28 26 43 22
31 33 37 23
27 31 43 27
42 29 36 27
38 30 45 26
34 24 44 36
29 32 41 24
36 25 41 29
34 24 39 25
38 29 36 24
38 27 41 24
37 30 37 28
34 35 40 35
37 23 47 19
34 32 39 29
39 28 39 24
39 28 42 29
34 29 39 26
32 32 41 36
37 31 40 26
39 27 42 33
35 26 46 29
29 22 44 25
36 23 37 30
38 21 48 24
37 24 36 24
31 25 45 25
33 25 35 19
28 21 37 28
32 32 43 27
30 26 47 19
36 24 40 30
35 27 44 25
32 29 42 28
42 27 47 20
30 29 41 22
35 27 44 31
31 28 47 19
28 28 41 26
37 25 47 23
35 33 38 27
35 26 40 30
30 28 41 22
29 22 43 30
32 28 40 24
38 28 33 38
36 25 44 23
33 21 38 24
30 24 44 33
39 28 46 25
34 35 40 28
35 24 44 28
39 28 47 34
36 30 37 28
33 28 36 27
34 26 42 28
32 25 40 26
34 27 44 25
33 24 48 23
32 27 42 25
38 26 46 32
35 29 34 24
34 26 38 28
38 28 37 27
34 24 44 26
38 25 43 21
28 27 46 29
34 33 48 26
24 24 44 27
38 26 41 36
37 26 36 28
39 23 45 25
34 30 34 22
40 28 45 25
31 24 41 21
35 25 38 31
34 27 36 28
34 26 45 20
39 30 45 30
39 24 39 25
32 29 39 25
31 24 39 19
31 32 41 30
31 31 42 25
31 25 38 22
36 27 34 27
39 25 41 27
40 24 39 24
31 25 40 30
