401 50
0.0367911 0.452493 0.0167954
0.0369761 0.3876 0.0159149
0.0358501 0.377107 0.0179709
0.0354813 0.418384 0.0158929
0.0405448 0.440492 0.0186131
0.0372788 0.445592 0.0161497
0.0365364 0.41233 0.0157564
0.0338616 0.427265 0.0148784
0.0338986 0.418731 0.0169277
0.0359743 0.394373 0.0159277
0.0359344 0.428059 0.0157773
0.0401057 0.438562 0.0164601
0.041716 0.440328 0.0171592
0.040645 0.420186 0.017286
0.0392698 0.453479 0.0164528
0.0409623 0.45713 0.0190972
0.0429119 0.466198 0.0163367
0.0412002 0.451045 0.0157282
0.0400893 0.416417 0.0153598
0.0425742 0.472811 0.0165472
0.0399735 0.420161 0.0149685
0.0436222 0.412483 0.014936
0.0426194 0.409622 0.0150299
0.0381355 0.4466 0.0181776
0.0372772 0.447126 0.0172537
0.0396005 0.413538 0.0174013
0.0394697 0.408406 0.017982
0.0443911 0.464763 0.0193265
0.0391125 0.43231 0.0164066
0.0361926 0.403596 0.0171011
0.0381074 0.432818 0.0174763
0.040941 0.451592 0.0178185
0.0418616 0.465856 0.0159193
0.04081 0.462806 0.0169834
0.0442194 0.461562 0.0173004
0.0419245 0.478828 0.0174239
0.0417729 0.413145 0.0154289
0.0383222 0.453512 0.0185631
0.0368492 0.430404 0.0176675
0.0371896 0.45132 0.020567
0.0427182 0.450544 0.0176399
0.0429124 0.442409 0.0154708
0.0424032 0.44422 0.0169067
0.0429606 0.484369 0.0192394
0.0427652 0.486049 0.0177897
0.0379303 0.401353 0.0166662
0.0371351 0.439772 0.014948
0.0356395 0.426533 0.0171351
0.0392284 0.505434 0.0179199
0.0372645 0.47164 0.015589
0.0388195 0.4863 0.0146842
0.0376464 0.468021 0.0158886
0.0368413 0.473766 0.0195191
0.0403717 0.466975 0.0180886
0.0384457 0.465299 0.0152595
0.0375928 0.450346 0.0156151
0.0435289 0.454871 0.0155853
0.0392131 0.442035 0.0157988
0.0361899 0.475666 0.0197778
0.0357562 0.473728 0.0196461
0.0365088 0.495965 0.0148384
0.0378093 0.529773 0.0191453
0.0374746 0.482317 0.0150702
0.0396224 0.480368 0.0165116
0.0409718 0.452273 0.0147944
0.0407553 0.462415 0.0164648
0.0366025 0.440418 0.0188475
0.0399559 0.504195 0.0142476
0.0410423 0.49782 0.015643
0.0398148 0.500883 0.0164489
0.0437021 0.512359 0.0154921
0.0437202 0.497212 0.0156316
0.0419077 0.495161 0.0149138
0.0350363 0.461946 0.0145019
0.0384103 0.490093 0.0144263
0.0400467 0.479263 0.0166731
0.039574 0.560655 0.0143063
0.0413312 0.523938 0.0163791
0.0444597 0.558814 0.0150973
0.0423092 0.508338 0.0176206
0.0430264 0.478926 0.0150943
0.0424871 0.434142 0.0178061
0.0450871 0.452154 0.0160295
0.0402111 0.490153 0.0170812
0.0407523 0.46174 0.019478
0.0410992 0.447641 0.0136609
0.0356726 0.424488 0.0149008
0.0391694 0.45565 0.0158102
0.0411148 0.487636 0.0191262
0.0435183 0.492611 0.0163371
0.0427521 0.442628 0.0159737
0.040742 0.445038 0.0151834
0.0397247 0.464404 0.0144375
0.0404379 0.500521 0.0154739
0.0377038 0.513317 0.0157318
0.0383263 0.514782 0.0186938
0.0382128 0.495912 0.0171496
0.0344173 0.491596 0.0142755
0.0334734 0.456634 0.0156555
0.035607 0.503262 0.0178645
0.0355294 0.49818 0.0187576
0.0349718 0.502867 0.0172796
0.0399821 0.508732 0.0186741
0.0350327 0.491864 0.015529
0.03835 0.439125 0.0166855
0.0391946 0.463245 0.0152993
0.0392651 0.445236 0.0180157
0.04261 0.444753 0.0167423
0.0411751 0.471655 0.0174086
0.0413908 0.445902 0.0152762
0.0433414 0.469127 0.0170691
0.0442674 0.444503 0.0161433
0.0450807 0.525445 0.017556
0.0470786 0.502068 0.023166
0.0450346 0.533301 0.0186685
0.0434929 0.508643 0.0178745
0.0434491 0.496708 0.0187798
0.0422245 0.508724 0.0175804
0.042627 0.462392 0.0162326
0.0434341 0.471361 0.016513
0.0421597 0.50215 0.0160544
0.0450678 0.483335 0.0177751
0.0435913 0.469612 0.0146386
0.0414037 0.479568 0.017366
0.0420456 0.470054 0.0171131
0.0427897 0.527365 0.0163356
0.0402947 0.445218 0.0178059
0.0410528 0.47231 0.0147264
0.043133 0.478774 0.0160641
0.0427531 0.474779 0.0171646
0.0467841 0.4479 0.0170667
0.0395822 0.419592 0.0174932
0.0438372 0.483576 0.0182463
0.0383205 0.435424 0.0162657
0.0409829 0.50437 0.0156258
0.0388422 0.488026 0.0168129
0.0389204 0.446462 0.0147655
0.038683 0.458736 0.0163866
0.0388645 0.440424 0.0179558
0.0404025 0.522099 0.0159592
0.0406029 0.544762 0.0187443
0.0423611 0.478089 0.013277
0.0428459 0.502636 0.0166699
0.0431559 0.545954 0.0165208
0.0422381 0.528752 0.0164053
0.0446152 0.516896 0.0170078
0.0415582 0.452669 0.0176129
0.0419007 0.44924 0.0151839
0.0424775 0.466297 0.013879
0.0432805 0.478678 0.0186615
0.0454788 0.517384 0.018431
0.0419524 0.526166 0.0155998
0.0399443 0.509573 0.0156776
0.043044 0.542563 0.0175662
0.0422888 0.548035 0.0191251
0.0416657 0.537867 0.0163783
0.0437269 0.51061 0.0147569
0.040731 0.495969 0.0173393
0.0423452 0.508926 0.0157486
0.045589 0.565525 0.0165279
0.0423349 0.52435 0.0168253
0.0471648 0.562366 0.0170327
0.0401016 0.497683 0.0179336
0.0400436 0.46452 0.0148531
0.0425824 0.503669 0.0171331
0.0391637 0.508129 0.0172745
0.0366684 0.452715 0.0168625
0.0377471 0.522883 0.0179456
0.037859 0.520372 0.0187498
0.0374937 0.535056 0.0178591
0.0379185 0.505288 0.0170627
0.0375552 0.505466 0.017014
0.0380453 0.56949 0.0154447
0.0399784 0.557082 0.0184805
0.0366589 0.511381 0.0194639
0.0383379 0.540362 0.0178802
0.0393444 0.55275 0.0176876
0.039828 0.515918 0.0180777
0.0383242 0.521123 0.0168875
0.0373215 0.53063 0.0158065
0.039636 0.529137 0.016819
0.0377624 0.506573 0.0179617
0.0368037 0.48504 0.0172765
0.0394724 0.514964 0.0173761
0.0387953 0.493082 0.016561
0.0373001 0.489537 0.0150696
0.0380087 0.50301 0.0154738
0.0412239 0.52657 0.0152444
0.0416999 0.520451 0.0142694
0.0450365 0.536272 0.0182712
0.0466931 0.535254 0.0200699
0.0478169 0.583486 0.0193242
0.0433627 0.535216 0.0164455
0.0432434 0.531131 0.0169502
0.044113 0.527082 0.0166497
0.0456883 0.513264 0.0157132
0.0415759 0.504751 0.0169555
0.0418655 0.509427 0.0156312
0.0451499 0.545087 0.0148208
0.043527 0.526516 0.0163594
0.0413401 0.502016 0.0147095
0.0389347 0.500661 0.0169227
0.0417434 0.492753 0.0171348
0.0419043 0.499069 0.0146407
0.0402043 0.47696 0.0152369
0.0395527 0.486973 0.0152375
0.038947 0.498488 0.0152592
0.040091 0.510321 0.0184016
0.0387231 0.487341 0.0176891
0.04124 0.505351 0.0192657
0.0457761 0.542059 0.0172091
0.0472187 0.546665 0.0178451
0.0445975 0.499909 0.014844
0.0468028 0.569198 0.0175404
0.0463802 0.548519 0.0175252
0.0442323 0.532969 0.0164229
